Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,Psnow_over_canopy[mm],Prain_over_canopy[mm],Psnow_under_canopy[mm],Prain_under_canopy[mm],Prain_rain_on_snow[mm],Wind_speed[m/s],Wind_direction[deg],Relative_Humidity[-],Pressure[mbar],Tair[C],Tdew[C],Tsurface[C],Tvegetation[C],Tcanopyair[C],Surface_Energy_balance[W/m2],Soil_heat_flux[W/m2],SWin[W/m2],SWbeam[W/m2],SWdiff[W/m2],LWin[W/m2],LWin_min[W/m2],LWin_max[W/m2],SWnet[W/m2],LWnet[W/m2],H[W/m2],LE[W/m2],Canopy_fraction[-],LSAI[m2/m2],z0veg[m],d0veg[m],Estored_canopy[W/m2],SWv[W/m2],LWv[W/m2],Hv[W/m2],LEv[W/m2],Hg_unveg[W/m2],LEg_unveg[W/m2],Hg_veg[W/m2],LEg_veg[W/m2],Evap_surface[mm],Trasp_canopy[mm],Water_on_canopy[mm],Snow_on_canopy[mm],Qvegetation[-],Qsurface[-],Qair[-],Qcanopyair[-],LObukhov[m],LObukhovcanopy[m],Wind_speed_top_canopy[m/s],Decay_of_K_in_canopy[-],SWup[W/m2],LWup[W/m2],Hup[W/m2],LEup[W/m2],snow_depth[mm],snow_water_equivalent[mm],snow_density[kg/m3],snow_temperature[C],snow_melted[mm],snow_subl[mm],snow_blown_away[mm],snow_subl_while_blown[mm],glac_depth[mm],glac_water_equivalent[mm],glac_density[kg/m3],glac_temperature[C],glac_melted[mm],glac_subl[mm],lowest_thawed_soil_depth[mm],highest_thawed_soil_depth[mm],lowest_water_table_depth[mm],highest_water_table_depth[mm]
01/03/2012 15:00,734929.625000,60.625000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.354078,278.740563,0.381972,0.000000,13.655699,-0.326785,44.363335,48.352947,14.061213,159.054484,159.054484,690.544272,578.701139,111.843133,271.160532,271.160532,78.636554,512.921531,-303.876455,35.566520,14.424072,0.842432,0.285724,0.040000,0.266800,-0.042479,90.761511,-77.899664,12.904326,0.000000,164.359414,91.368375,11.477101,0.000000,0.021635,0.000000,0.000000,0.000000,0.087911,0.071065,0.004385,0.004385,-31.280384,-813427124819894912.000000,0.422626,95.817339,101.162375,637.672048,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/03/2012 16:00,734929.666667,60.666667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.648238,225.775474,0.393389,0.000000,13.634499,0.059279,39.560175,46.267434,13.966090,55.656717,55.656717,514.200366,412.237227,101.963140,271.630501,271.630501,78.772845,364.434867,-263.642869,32.895724,12.239557,0.842432,0.285724,0.040000,0.266800,-0.915665,87.299574,-76.018255,12.196984,0.000000,156.536256,77.624256,9.770003,0.000000,0.018296,0.000000,0.000000,0.000000,0.078782,0.054842,0.004510,0.004510,-56.430297,-1512504900148185856.000000,0.506090,95.817339,76.221577,600.297123,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/03/2012 17:00,734929.708333,60.708333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.506961,193.303372,0.382803,0.000000,13.745860,-0.216387,31.731720,39.150366,14.027382,-52.773851,-52.773851,289.649165,204.559195,85.089970,271.624471,271.624461,78.771127,187.027834,-209.877218,21.925881,7.998586,0.842432,0.285724,0.040000,0.266800,-2.726864,69.530701,-62.665619,9.591946,0.000000,102.561738,50.791460,6.843752,0.000000,0.011882,0.000000,0.000000,0.000000,0.054122,0.035400,0.004420,0.004420,-56.367210,-1484820586689626112.000000,0.462845,95.817339,44.046470,538.702470,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/03/2012 18:00,734929.750000,60.750000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.346469,247.137236,0.420593,0.000000,12.874577,0.297536,21.891244,18.775034,12.951148,-146.363630,-146.363630,58.905992,20.766483,38.139509,270.560935,269.371917,82.215552,35.779932,-167.459671,10.435415,4.248476,0.842432,0.285724,0.040000,0.266800,-5.822913,16.468722,-14.445491,2.289978,5.556165,47.419959,27.008227,3.517827,0.000000,0.006258,0.008161,0.000000,0.000000,0.016732,0.019660,0.004589,0.004733,14.658909,-1559931564063606272.000000,0.405607,95.817339,9.252288,456.511163,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/03/2012 19:00,734929.791667,60.791667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.912303,246.111780,0.456581,0.000000,10.918208,-0.348607,15.099747,8.894389,10.898915,-147.320614,-147.320614,0.000000,0.000000,0.000000,264.188240,261.870126,83.915798,0.000000,-138.930415,5.680875,2.709324,0.842432,0.285724,0.040000,0.266800,-1.435560,0.000000,-2.247231,-0.811672,0.000000,27.074347,17.224134,1.679441,0.000000,0.003964,0.000000,0.000000,0.000000,0.008417,0.012706,0.004378,0.004378,2988.430530,-7602088367120720896.000000,0.571922,95.817339,0.000000,409.742615,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/03/2012 20:00,734929.833333,60.833333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.586946,255.845896,0.487765,0.000000,10.099792,-0.190785,11.283693,5.711259,10.068790,-122.205540,-122.205540,0.000000,0.000000,0.000000,262.795035,259.374250,87.041487,0.000000,-118.369374,1.894127,1.942040,0.842432,0.285724,0.040000,0.266800,-0.689495,0.000000,-2.464542,-1.775047,0.000000,9.404115,12.342500,0.489459,0.000000,0.002830,0.000000,0.000000,0.000000,0.006749,0.009870,0.004428,0.004428,1486.060599,-39949383926093160448.000000,0.773691,95.817339,0.000000,386.600071,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/03/2012 21:00,734929.875000,60.875000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.257783,250.583089,0.521910,0.000000,9.390872,0.085772,8.607551,3.667177,9.344591,-104.328739,-104.328739,0.000000,0.000000,0.000000,261.917378,257.429452,90.261617,0.000000,-104.145723,-1.116608,1.299624,0.842432,0.285724,0.040000,0.266800,-0.484306,0.000000,-2.808025,-2.323720,0.000000,-5.486290,8.257914,-0.299303,0.000000,0.001888,0.000000,0.000000,0.000000,0.005845,0.008237,0.004519,0.004519,743.862975,-167127511768668733440.000000,0.675246,95.817339,0.000000,371.054167,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/03/2012 22:00,734929.916667,60.916667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.094866,228.329149,0.548198,0.000000,8.746085,0.163582,6.585359,2.141430,8.688564,-91.912639,-91.912639,0.000000,0.000000,0.000000,260.972791,255.432571,93.406725,0.000000,-93.957093,-2.974252,0.929797,0.842432,0.285724,0.040000,0.266800,-0.370529,0.000000,-3.060530,-2.690001,0.000000,-14.291507,5.907139,-0.857472,0.000000,0.001348,0.000000,0.000000,0.000000,0.005243,0.007168,0.004544,0.004544,512.099756,31600804599475941376.000000,0.626522,95.817339,0.000000,359.662991,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
01/03/2012 23:00,734929.958333,60.958333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.586102,239.480802,0.548577,0.000000,8.597701,0.034742,5.079853,1.109666,8.511807,-81.777616,-81.777616,0.000000,0.000000,0.000000,261.410472,254.767974,97.031373,0.000000,-85.236644,-4.120565,0.661537,0.842432,0.285724,0.040000,0.266800,-0.242509,0.000000,-3.290406,-3.047897,0.000000,-18.648609,4.202347,-1.403241,0.000000,0.000958,0.000000,0.000000,0.000000,0.004867,0.006454,0.004502,0.004502,196.135171,14754373019628967936.000000,0.474363,95.817339,0.000000,351.208601,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 00:00,734930.000000,61.000000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.193076,107.175959,0.530248,0.000000,8.674644,-0.360895,3.947445,0.408750,8.549068,-73.903540,-73.903540,0.000000,0.000000,0.000000,262.267683,254.465763,100.831295,0.000000,-78.135972,-4.737453,0.505021,0.842432,0.285724,0.040000,0.266800,-0.165078,0.000000,-3.521148,-3.356070,0.000000,-19.986712,3.207799,-1.885232,0.000000,0.000730,0.000000,0.000000,0.000000,0.004626,0.005960,0.004374,0.004374,75.875369,3672878245004581888.000000,0.356819,95.817339,0.000000,344.895506,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 01:00,734930.041667,61.041667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.193076,107.175959,0.530248,0.000000,8.674644,-0.360895,3.062999,-0.165026,8.540351,-68.136931,-68.136931,0.000000,0.000000,0.000000,262.267683,254.465763,100.831295,0.000000,-73.363232,-5.637746,0.411446,0.842432,0.285724,0.040000,0.266800,-0.141279,0.000000,-3.734053,-3.592774,0.000000,-23.763260,2.613250,-2.247551,0.000000,0.000594,0.000000,0.000000,0.000000,0.004437,0.005598,0.004374,0.004374,70.934934,2822485038710226432.000000,0.356819,95.817339,0.000000,340.119943,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 02:00,734930.083333,61.083333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.141710,51.417144,0.545717,0.000000,7.940322,-0.649958,2.340558,-0.813278,7.865738,-64.023222,-64.023222,0.000000,0.000000,0.000000,260.524772,251.689236,103.567589,0.000000,-71.504699,-7.909568,0.428091,0.842432,0.285724,0.040000,0.266800,-0.167209,0.000000,-3.790259,-3.590618,-0.032433,-38.045440,2.718843,-2.272955,0.000000,0.000618,0.000000,0.000000,0.000000,0.004232,0.005317,0.004282,0.004282,410.883487,15780527570871760896.000000,0.640532,95.817339,0.000000,336.440727,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 03:00,734930.125000,61.125000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.918670,31.154185,0.565792,0.000000,7.877175,-0.213336,1.809909,-1.068339,7.792179,-59.403449,-59.403449,0.000000,0.000000,0.000000,261.958212,252.087890,107.474467,0.000000,-67.111719,-8.024506,0.316236,0.842432,0.285724,0.040000,0.266800,-0.050430,0.000000,-3.882541,-3.667562,-0.164549,-37.756477,2.008338,-2.463440,0.000000,0.000456,0.000000,0.000000,0.000000,0.004153,0.005118,0.004421,0.004419,290.523344,10084781073439965184.000000,0.573826,95.817339,0.000000,333.419747,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 04:00,734930.166667,61.166667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.936257,54.722917,0.564916,0.000000,7.702869,-0.397758,1.369846,-1.335974,7.617760,-56.337341,-56.337341,0.000000,0.000000,0.000000,262.231263,251.270660,110.961551,0.000000,-64.487370,-8.432678,0.282648,0.842432,0.285724,0.040000,0.266800,-0.070328,0.000000,-3.957654,-3.709231,-0.178095,-39.746447,1.794965,-2.575751,0.000000,0.000408,0.000000,0.000000,0.000000,0.004072,0.004959,0.004362,0.004359,295.370122,9738464892962770944.000000,0.579086,95.817339,0.000000,331.054276,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 05:00,734930.208333,61.208333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.736468,38.775884,0.540690,0.000000,7.933908,-0.782607,1.042784,-1.457524,7.835411,-52.864194,-52.864194,0.000000,0.000000,0.000000,263.656734,251.487708,114.972171,0.000000,-61.199925,-8.603442,0.267711,0.842432,0.285724,0.040000,0.266800,-0.023888,0.000000,-3.999119,-3.849364,-0.125868,-39.625577,1.700034,-2.801063,0.000000,0.000386,0.000000,0.000000,0.000000,0.004036,0.004843,0.004241,0.004239,205.067708,6309436397683757056.000000,0.519334,95.817339,0.000000,329.133985,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 06:00,734930.250000,61.250000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.235906,20.468956,0.522995,0.000000,7.502631,-1.637002,0.714077,-1.808244,7.426614,-51.485270,-51.485270,0.000000,0.000000,0.000000,262.281802,248.959783,117.780067,0.000000,-61.053018,-9.889277,0.321529,0.842432,0.285724,0.040000,0.266800,-0.101412,0.000000,-3.963350,-3.831147,-0.030792,-47.940739,2.041760,-2.772133,0.000000,0.000463,0.000000,0.000000,0.000000,0.003933,0.004730,0.003983,0.003982,438.609553,13600023761139150848.000000,0.668703,95.817339,0.000000,327.560962,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 07:00,734930.291667,61.291667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.039017,37.940801,0.515343,0.000000,7.873009,-1.493968,0.535501,-1.760916,7.786827,-47.458765,-47.458765,0.040363,0.000567,0.039797,264.838677,250.338919,122.239620,0.028614,-57.307359,-10.097767,0.277786,0.842432,0.285724,0.040000,0.266800,0.032128,0.006662,-3.980738,-3.957934,-0.048269,-48.079931,1.763908,-2.993585,0.000000,0.000400,0.000000,0.000000,0.000000,0.003946,0.004669,0.004025,0.004024,322.328315,9338563851255586816.000000,0.609819,95.817339,0.006137,326.272575,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 08:00,734930.333333,61.333333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.495010,76.074223,0.479596,0.000000,7.855395,-2.483730,1.165386,0.047153,7.798218,-28.857234,-28.857234,28.995902,1.784200,27.211702,264.809140,249.005919,125.658158,20.021377,-58.895971,-10.429488,0.412128,0.842432,0.285724,0.040000,0.266800,0.548324,5.381143,-7.962095,-3.203279,0.074004,-51.564494,2.616404,-2.735597,0.000000,0.000594,0.000102,0.000000,0.000000,0.004507,0.004887,0.003741,0.003742,725.513780,17618773331093045248.000000,0.746195,95.817339,4.441280,330.635078,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 09:00,734930.375000,61.375000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.261444,75.628144,0.456210,0.000000,8.390110,-2.667593,8.221062,18.784138,8.473094,112.963377,112.963377,288.836184,188.583920,100.252264,267.629471,250.502811,130.346917,188.230798,-74.506811,-0.285804,1.046415,0.842432,0.285724,0.040000,0.266800,5.436291,67.184198,-51.357342,4.111197,6.279369,-1.247094,6.632212,-0.106004,0.000000,0.001517,0.008979,0.000000,0.000000,0.016283,0.008095,0.003690,0.003787,-599.439107,78559773015246274560.000000,0.678586,95.817339,44.007293,381.046506,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 10:00,734930.416667,61.416667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.323471,40.849631,0.419900,0.000000,10.367350,-1.990866,19.126772,28.761407,10.601450,241.213074,241.213074,531.666067,424.547881,107.118187,275.416114,257.839750,134.112711,379.159903,-126.188559,9.477079,2.281190,0.842432,0.285724,0.040000,0.266800,3.574046,87.463949,-66.058966,7.099066,10.731871,42.057579,14.436640,3.383224,0.000000,0.003337,0.015547,0.000000,0.000000,0.029628,0.016633,0.003880,0.004155,-64.864039,-869257191674258944.000000,0.405260,95.817339,78.823768,449.054134,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 11:00,734930.458333,61.458333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.118882,245.050379,0.392541,0.000000,11.805802,-1.609549,29.549688,35.933483,12.139451,302.487933,302.487933,712.350850,600.195201,112.155649,264.117634,263.137504,79.619622,531.446170,-205.583060,18.623224,4.751953,0.842432,0.285724,0.040000,0.266800,4.784224,90.961789,-74.369979,9.163267,2.644319,81.959247,30.050908,6.776857,0.000000,0.007016,0.003690,0.000000,0.000000,0.045235,0.031240,0.003991,0.004068,-28.037803,-1191281959539766016.000000,0.350964,95.817339,104.275593,522.379107,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 12:00,734930.500000,61.500000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.215561,287.208945,0.344394,0.000000,13.311100,-2.044614,38.437856,42.400450,13.683536,322.881416,322.881416,818.859982,700.495249,118.364733,268.686882,267.676585,81.005979,623.455811,-264.281933,27.580076,8.712385,0.842432,0.285724,0.040000,0.266800,1.244993,90.503387,-78.257565,10.921554,0.079275,124.381089,55.083045,9.474418,0.000000,0.012970,0.000000,0.000000,0.000000,0.063943,0.051605,0.003864,0.003866,-27.552644,-899328820530821376.000000,0.381082,95.817339,119.161257,588.381739,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 13:00,734930.541667,61.541667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.874575,273.903607,0.302941,0.000000,15.274941,-2.060004,44.710413,46.592373,15.753863,306.536408,306.536408,852.378840,731.850784,120.528056,275.486763,274.442723,83.061797,652.693536,-306.309822,28.215617,11.631689,0.842432,0.285724,0.040000,0.266800,1.024936,90.107346,-77.457427,11.609302,0.015681,120.611552,73.552821,10.933884,0.000000,0.017424,0.000000,0.000000,0.000000,0.080132,0.072493,0.003860,0.003860,-11.311758,-315416970737498560.000000,0.285460,95.817339,123.776027,637.335807,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 14:00,734930.583333,61.583333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.517254,228.886180,0.280690,0.000000,16.005298,-2.458686,47.076168,49.132611,16.363861,241.973706,241.973706,812.120678,694.641933,117.478745,276.495036,276.495027,80.183586,617.718491,-322.584015,37.174750,15.986019,0.842432,0.285724,0.040000,0.266800,0.494869,90.623998,-77.854775,12.274353,0.000000,174.216053,101.162778,11.542549,0.000000,0.024018,0.000000,0.000000,0.000000,0.091637,0.082137,0.003747,0.003747,-44.647744,-1163854754664203776.000000,0.468543,95.817339,118.057666,658.011891,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 15:00,734930.625000,61.625000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.845702,333.073450,0.259940,0.000000,15.928369,-3.555874,45.354163,49.512635,16.139960,148.296236,148.296236,701.455769,591.812340,109.643429,274.877213,274.877213,79.714392,522.118140,-307.048213,48.474911,18.298780,0.842432,0.285724,0.040000,0.266800,-0.133720,91.235191,-78.869190,12.499721,0.000000,248.748127,115.925701,11.015815,0.000000,0.027477,0.000000,0.000000,0.000000,0.093481,0.074979,0.003453,0.003453,-263.547673,-6861452719910047744.000000,0.856536,95.817339,102.478219,645.810177,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 16:00,734930.666667,61.666667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.036142,117.687203,0.243040,0.000000,16.291045,-4.143546,40.828677,47.547032,16.558336,57.489660,57.489660,525.768880,426.525740,99.243140,275.464422,275.464422,79.884682,373.616794,-268.586783,33.917821,13.622530,0.842432,0.285724,0.040000,0.266800,-0.826507,88.362373,-77.552451,11.636429,0.000000,166.002438,86.393055,9.212718,0.000000,0.020388,0.000000,0.000000,0.000000,0.084330,0.058802,0.003304,0.003304,-107.397002,-2915588612134664192.000000,0.618084,95.817339,77.712829,610.180652,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 17:00,734930.708333,61.708333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,1.783229,275.770765,0.262870,0.000000,16.037178,-3.312896,33.036321,40.651775,16.275427,-52.040729,-52.040729,298.053035,213.691048,84.361987,275.552026,275.552016,79.910119,192.959149,-213.952148,22.095916,8.951815,0.842432,0.285724,0.040000,0.266800,-2.668004,71.092708,-64.505919,9.254793,0.000000,105.777895,56.844393,6.444041,0.000000,0.013315,0.000000,0.000000,0.000000,0.058752,0.038163,0.003516,0.003516,-93.740960,-2513824734145326080.000000,0.542480,95.817339,45.203141,548.306009,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 18:00,734930.750000,61.750000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.148156,336.166561,0.301250,0.000000,14.811652,-2.538245,22.965375,19.958786,14.854961,-149.474706,-149.474706,62.852124,22.319919,40.532205,273.507744,272.220522,83.209537,38.229003,-170.763662,11.678958,5.261089,0.842432,0.285724,0.040000,0.266800,-5.978742,17.535062,-15.039945,1.995201,6.478658,57.136842,33.447267,3.176517,0.000000,0.007758,0.009524,0.000000,0.000000,0.018018,0.021004,0.003725,0.003834,-2125.571985,-6697248335890366464.000000,0.643478,95.817339,9.851031,463.499135,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 19:00,734930.791667,61.791667,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.810614,345.798160,0.327101,0.000000,12.906642,-3.094943,16.084088,9.989264,12.887662,-149.696004,-149.696004,0.000000,0.000000,0.000000,267.487210,264.977804,85.151214,0.000000,-140.989954,5.296924,3.409126,0.842432,0.285724,0.040000,0.266800,-1.438637,0.000000,-2.606074,-1.167437,0.000000,26.817762,21.673845,1.271667,0.000000,0.004993,0.000000,0.000000,0.000000,0.009063,0.013540,0.003574,0.003574,3613.795765,-28416989606965977088.000000,0.840584,95.817339,0.000000,415.539958,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 20:00,734930.833333,61.833333,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.857789,329.270197,0.353261,0.000000,11.684324,-3.140957,12.196299,6.624039,11.651943,-124.870752,-124.870752,0.000000,0.000000,0.000000,264.477754,260.787861,87.877952,0.000000,-121.615873,0.871968,2.382911,0.842432,0.285724,0.040000,0.266800,-0.743106,0.000000,-2.783275,-2.040169,0.000000,4.367469,15.145012,0.218169,0.000000,0.003476,0.000000,0.000000,0.000000,0.007191,0.010488,0.003562,0.003562,1738.775296,-68937480964852269056.000000,0.854693,95.817339,0.000000,391.917243,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
02/03/2012 21:00,734930.875000,61.875000,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,2.601417,239.735321,0.378384,0.000000,10.909979,-2.907564,9.470833,4.503206,10.864970,-106.772142,-106.772142,0.000000,0.000000,0.000000,263.327981,258.484153,91.116274,0.000000,-107.298194,-2.248400,1.722349,0.842432,0.285724,0.040000,0.266800,-0.500013,0.000000,-3.094357,-2.594344,0.000000,-11.254866,10.944323,-0.563831,0.000000,0.002505,0.000000,0.000000,0.000000,0.006200,0.008734,0.003624,0.003624,1019.783921,-171829000680090173440.000000,0.778019,95.817339,0.000000,375.949511,0.000000,0.000000,0.000000,0.000000,-9999.000000,-9999.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50000.000000,0.000000,50000.000000,50000.000000
